scope,spoken_form,action,language_scope,lists_used,source
explorer.exe,go one drive documents,"user.file_manager_open_directory(""C:\\Users\\MPhil\\OneDrive\\Documents"")",,,apps\explorer.talon
explorer.exe,open in terminal, key(alt-f) sleep(400ms) key(t),,,apps\explorer.talon
explorer.exe,open in code, key(alt-f) sleep(400ms) key(i),,,apps\explorer.talon
explorer.exe,copy the path,key(ctrl-shift-c),,,apps\explorer.talon
explorer.exe,touch top file," # Touch the top file in the explorer on monitor two only mouse_move(2220, 145) mouse_click(0)",,,apps\explorer.talon
explorer.exe,search box, key(ctrl-e),,,apps\explorer.talon
explorer.exe,new window, key(ctrl-n),,,apps\explorer.talon
explorer.exe,close window, key(ctrl-w),,,apps\explorer.talon
explorer.exe,show parent folders, key(ctrl-shift-e),,,apps\explorer.talon
explorer.exe,new folder, key(ctrl-shift-n),,,apps\explorer.talon
explorer.exe,show sub folders, key(num_lock-*),,,apps\explorer.talon
explorer.exe,expand folder, key(num_lock-+),,,apps\explorer.talon
explorer.exe,collapse folder, key(num_lock--),,,apps\explorer.talon
explorer.exe,preview pane, key(alt-p),,,apps\explorer.talon
explorer.exe,properties, key(alt-enter),,,apps\explorer.talon
explorer.exe,next folder, key(alt-right),,,apps\explorer.talon
explorer.exe,parent folder, key(alt-up),,,apps\explorer.talon
explorer.exe,previous folder, key(alt-left),,,apps\explorer.talon
explorer.exe,go back, key(backspace),,,apps\explorer.talon
explorer.exe,expand selection, key(right),,,apps\explorer.talon
explorer.exe,collapse selection, key(left),,,apps\explorer.talon
explorer.exe,bottom of window, key(end),,,apps\explorer.talon
explorer.exe,top of window, key(home),,,apps\explorer.talon
explorer.exe,toggle maximize, key(f11),,,apps\explorer.talon
explorer.exe,open in Visual Studio code, # Copy current path from Explorer address bar key(f4) key(ctrl-c) key(escape) path = clip.text() user.open_path_in_code(path),,,apps\explorer.talon
microsoft_edge,title,FigJam,,,apps\fig_jam_page.talon
microsoft_edge,zoom too fit,key(shift-1),,,apps\fig_jam_page.talon
microsoft_edge,zoom to selection,key(shift-2),,,apps\fig_jam_page.talon
microsoft_edge,zoom to one hundred,key(ctrl-0),,,apps\fig_jam_page.talon
microsoft_edge,zoom in,key(ctrl-+),,,apps\fig_jam_page.talon
microsoft_edge,toggle user interface,key(ctrl-\),,,apps\fig_jam_page.talon
msedge.exe,title,gmail,,,apps\gmail_edge.talon
msedge.exe,align left,key(ctrl-shift-l),,,apps\gmail_edge.talon
msedge.exe,align centre,key(ctrl-shift-e),,,apps\gmail_edge.talon
msedge.exe,align right,key(ctrl-shift-r),,,apps\gmail_edge.talon
msedge.exe,remove formatting,key(ctrl-\),,,apps\gmail_edge.talon
msedge.exe,mark spam,key(!),,,apps\gmail_edge.talon
msedge.exe,print message,key(p),,,apps\gmail_edge.talon
msedge.exe,save as draft,key(ctrl-s),,,apps\gmail_edge.talon
msedge.exe,refresh page,key(f5),,,apps\gmail_edge.talon
msedge.exe,reply,key(r),,,apps\gmail_edge.talon
msedge.exe,focus main window,key(shift-esc),,,apps\gmail_edge.talon
msedge.exe,next chat,key(ctrl-.),,,apps\gmail_edge.talon
msedge.exe,previous chat,"key(ctrl-,)",,,apps\gmail_edge.talon
msedge.exe,send message,key(ctrl-enter),,,apps\gmail_edge.talon
msedge.exe,carbon copy recipients,key(ctrl-shift-c),,,apps\gmail_edge.talon
msedge.exe,access custom from,key(ctrl-shift-f),,,apps\gmail_edge.talon
msedge.exe,discard draft,key(ctrl-shift-d),,,apps\gmail_edge.talon
msedge.exe,insert a link,key(ctrl-k),,,apps\gmail_edge.talon
msedge.exe,previous misspelt word,key(ctrl-;),,,apps\gmail_edge.talon
msedge.exe,next misspelt word,key(ctrl-'),,,apps\gmail_edge.talon
msedge.exe,open spelling suggestions,key(ctrl-m),,,apps\gmail_edge.talon
msedge.exe,go to inbox, key(g) sleep(100ms) key(i),,,apps\gmail_edge.talon
msedge.exe,go to sent messages, key(g) sleep(100ms) key(t),,,apps\gmail_edge.talon
msedge.exe,go to all mail, key(g) sleep(100ms) key(a),,,apps\gmail_edge.talon
msedge.exe,go to contacts, key(g) sleep(100ms) key(c),,,apps\gmail_edge.talon
msedge.exe,focus toolbar,"key(,)",,,apps\gmail_edge.talon
msedge.exe,select conversation,key(x),,,apps\gmail_edge.talon
msedge.exe,decrease size,key(ctrl-shift--),,,apps\gmail_edge.talon
msedge.exe,increase size,key(ctrl-shift-+),,,apps\gmail_edge.talon
msedge.exe,numbered list,key(ctrl-shift-7),,,apps\gmail_edge.talon
msedge.exe,bulleted list,key(ctrl-shift-8),,,apps\gmail_edge.talon
msedge.exe,strike through,key(ctrl-shift-5),,,apps\gmail_edge.talon
msedge.exe,reply all,key(a),,,apps\gmail_edge.talon
msedge.exe,compose,key(c),,,apps\gmail_edge.talon
msedge.exe,archive message,key(e),,,apps\gmail_edge.talon
msedge.exe,delete message,key(#),,,apps\gmail_edge.talon
microsoft_edge,title,Google Sheets,,,apps\google_sheets.talon
suddenstrike4.exe,settings(), user.mode_indicator_show = 0,,,apps\hide_mode_indicator.talon
Global,os,windows,,,apps\microsoft_excel.talon
Global,and app.name,Microsoft Excel,,,apps\microsoft_excel.talon
Global,os,windows,,,apps\microsoft_excel.talon
Global,and app.exe,excel.exe,,,apps\microsoft_excel.talon
Global,go to,key(ctrl-g),,,apps\microsoft_excel.talon
Global,navigate <user.letter> <number_small>," key(ctrl-g) insert(""{letter}{number_small}"")",,,apps\microsoft_excel.talon
notepad,tag(),user.tabs,,,apps\notepad.talon
notepad,tag(),user.find_and_replace,,,apps\notepad.talon
notepad,pilot rewrite,key(ctrl-d),,,apps\notepad.talon
notepad,pilot summarize,key(ctrl-m),,,apps\notepad.talon
notepad,take [all],key(ctrl-a),,,apps\notepad.talon
notepad,chuck line, key(home) sleep(30ms) key(shift-end) sleep(30ms) key(delete),,,apps\notepad.talon
Global,screen reader menu, #NVDA key(capslock:down) sleep(50ms) key(n) sleep(50ms) key(capslock:up),,,apps\NVDA.talon
Global,screen reader start,key(ctrl-alt-n),,,apps\NVDA.talon
Global,screen reader sleep, key(capslock:down) sleep(50ms) key(shift-s) sleep(50ms) key(capslock:up),,,apps\NVDA.talon
Global,screen reader stop, key(capslock:down) sleep(50ms) key(q) sleep(50ms) key(capslock:up) sleep(50ms) key(enter),,,apps\NVDA.talon
Global,screen reader mode, key(capslock:down) sleep(50ms) key(s) sleep(50ms) key(capslock:up),,,apps\NVDA.talon
Global,screen reader read line, key(capslock:down) sleep(50ms) key(up) sleep(50ms) key(capslock:up),,,apps\NVDA.talon
Global,screen reader read all, key(capslock:down) sleep(50ms) key(down) sleep(50ms) key(capslock:up),,,apps\NVDA.talon
Global,screen reader report focus, key(capslock:down) sleep(50ms) key(t) sleep(50ms) key(capslock:up),,,apps\NVDA.talon
Global,screen reader report link, key(capslock:down) sleep(50ms) key(k) sleep(50ms) key(capslock:up),,,apps\NVDA.talon
Global,screen reader heading,key(h),,,apps\NVDA.talon
Global,screen reader heading 1,key(1),,,apps\NVDA.talon
Global,screen reader heading 2,key(2),,,apps\NVDA.talon
Global,screen reader heading 3,key(3),,,apps\NVDA.talon
Global,screen reader form field,key(f),,,apps\NVDA.talon
Global,screen reader link,key(k),,,apps\NVDA.talon
Global,screen reader landmark,key(d),,,apps\NVDA.talon
Global,screen reader list,key(l),,,apps\NVDA.talon
Global,screen reader table,key(t),,,apps\NVDA.talon
Global,screen reader elements list, key(capslock:down) sleep(50ms) key(f7) sleep(50ms) key(capslock:up),,,apps\NVDA.talon
phoneexperiencehost.exe,phone refresh,key(f5),,,apps\phone_link.talon
chrome.exe,resume,key(f8),,,apps\playwright.talon
chrome.exe,step over,key(f10),,,apps\playwright.talon
mstsc.exe,task manager,key(ctrl-alt-end),,,apps\remote_desktop.talon
mstsc.exe,connection bar,key(ctrl-alt-home),,,apps\remote_desktop.talon
mstsc.exe,window mode, key(ctrl-alt-home) key(tab) repeat(2),,,apps\remote_desktop.talon
mstsc.exe,minimize remote window, key(ctrl-alt-home) key(tab) repeat(1),,,apps\remote_desktop.talon
mstsc.exe,connect,key(alt-n),,,apps\remote_desktop.talon
mstsc.exe,disconnect, key(ctrl-alt-home) key(tab) repeat(3),,,apps\remote_desktop.talon
mstsc.exe,system menu, key(ctrl-alt-home),,,apps\remote_desktop.talon
mstsc.exe,pull changes, key(ctrl-k) sleep(200ms) key(ctrl-g),,,apps\remote_desktop.talon
mstsc.exe,list directory," insert(""dir"") sleep(100ms) key(enter)",,,apps\remote_desktop.talon
mstsc.exe,previous directory," insert(""cd .."") sleep(100ms) key(enter)",,,apps\remote_desktop.talon
mstsc.exe,current directory," insert(""cd "")",,,apps\remote_desktop.talon
SnippingTool.exe,settings(), user.mode_indicator_show = 0 # Choose how pop click should work in 'control mouse' mode # 0 = off # 1 = on with eyetracker but not zoom mouse mode # 2 = on but not with zoom mouse mode user.mouse_enable_pop_click = 0 key_hold = 50 # I think this is something AI might have made up user.mouse_delay = 0.5 ,,,apps\snipping_tool.talon
SnippingTool.exe,menu,key(alt),,,apps\snipping_tool.talon
SnippingTool.exe,mouse testing," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() user.mouse_testing(position_x, position_y)",,,apps\snipping_tool.talon
c:\windows\system32\cmd.exe,tag(),terminal,,,apps\terminal.talon
c:\windows\system32\cmd.exe,tag(),user.tabs,,,apps\terminal.talon
c:\windows\system32\cmd.exe,split cross,key(alt-shift-d),,,apps\terminal.talon
c:\windows\system32\cmd.exe,split right,key(alt-shift-+),,,apps\terminal.talon
c:\windows\system32\cmd.exe,split down,key(alt-shift--),,,apps\terminal.talon
c:\windows\system32\cmd.exe,cross,key(ctrl-alt-left),,,apps\terminal.talon
c:\windows\system32\cmd.exe,focus down,key(alt-down),,,apps\terminal.talon
c:\windows\system32\cmd.exe,focus left,key(alt-left),,,apps\terminal.talon
c:\windows\system32\cmd.exe,focus right,key(alt-right),,,apps\terminal.talon
c:\windows\system32\cmd.exe,focus up,key(alt-up),,,apps\terminal.talon
c:\windows\system32\cmd.exe,resize up,key(alt-shift-up),,,apps\terminal.talon
c:\windows\system32\cmd.exe,resizes down,key(alt-shift-down),,,apps\terminal.talon
c:\windows\system32\cmd.exe,resize left,key(alt-shift-left),,,apps\terminal.talon
c:\windows\system32\cmd.exe,dotnet watch," insert(""dotnet watch"") sleep(100ms) key(enter)",,,apps\terminal.talon
c:\windows\system32\cmd.exe,dotnet run," insert(""dotnet run"") sleep(100ms) key(enter)",,,apps\terminal.talon
c:\windows\system32\cmd.exe,dotnet add package," insert(""dotnet add package "")",,,apps\terminal.talon
c:\windows\system32\cmd.exe,previous [directory]," insert(""cd .."") sleep(100ms) key(enter)",,,apps\terminal.talon
c:\windows\system32\cmd.exe,restart, key(ctrl-r),,,apps\terminal.talon
c:\windows\system32\cmd.exe,run code," insert(""code ."") sleep(100ms) key(enter)",,,apps\terminal.talon
c:\windows\system32\cmd.exe,run insiders," insert(""code-insiders ."") sleep(100ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",shutdown,key(ctrl-c),,,apps\terminal.talon
"key(ctrl-,)",split pain,key(shift-alt-d),,,apps\terminal.talon
"key(ctrl-,)",(dotnet build) | (build project)," insert(""dotnet build"") sleep(100ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",list directory," insert(""ls"") sleep(100ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",list all [directory]," insert(""ls -a"") sleep(100ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",current [directory],"insert(""cd "")",,,apps\terminal.talon
"key(ctrl-,)",dotnet clean," insert(""dotnet clean"") sleep(100ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",dotnet test," insert(""dotnet test"") sleep(100ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",test method," edit.select_word() methodName = edit.selected_text() key(super-r) sleep(300ms) insert(""cmd"") key(enter) sleep(900ms) insert(""CD C:\\Users\\MPhil\\source\\repos\\DevelopmentTemplate_24\\PlaywrightTests"") key(enter) sleep(600ms) insert(""dotnet test --filter Name~{methodName} -- Playwright.LaunchOptions.Headless=false"") sleep(300ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",test method headless," edit.select_word() methodName = edit.selected_text() key(super-r) sleep(300ms) insert(""cmd"") key(enter) sleep(900ms) insert(""CD C:\\Users\\MPhil\\source\\repos\\DevelopmentTemplate_24\\PlaywrightTests"") key(enter) sleep(600ms) insert(""dotnet test --filter Name~{methodName} -- Playwright.LaunchOptions.Headless=true"") sleep(300ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",playwright generate code," key(super-r) sleep(300ms) insert(""cmd"") key(enter) sleep(900ms) insert(""CD C:\\Users\\MPhil\\source\\repos\\DevelopmentTemplate_24\\PlaywrightTests"") key(enter) sleep(600ms) insert(""pwsh bin/Debug/net8.0/playwright.ps1 codegen --viewport-size=1680,1050 http://localhost:5016/"") sleep(300ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",playwright headless," insert(""$env:HEADED=\""0\"""")",,,apps\terminal.talon
"key(ctrl-,)",playwright headed," insert(""$env:HEADED=\""1\"""")",,,apps\terminal.talon
"key(ctrl-,)",playwright webkit," insert(""$env:BROWSER=\""webkit\"""")",,,apps\terminal.talon
"key(ctrl-,)",playwright debug," insert(""$env:PWDEBUG=\""1\"""")",,,apps\terminal.talon
"key(ctrl-,)",hunt [terminal],key(ctrl-shift-f),,,apps\terminal.talon
"key(ctrl-,)",dotnet ef create script," insert(""dotnet ef migrations script --output migrations.sql --idempotent --context"")",,,apps\terminal.talon
"key(ctrl-,)",dotnet ef migrations add," insert(""dotnet ef migrations add "")",,,apps\terminal.talon
"key(ctrl-,)",dotnet ef migrations remove," insert(""dotnet ef migrations remove"") sleep(100ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",dotnet publish voice admin," insert(""taskkill /F /IM VoiceLauncher.exe"") sleep(100ms) key(enter) sleep(100ms) insert(""CD C:\\Users\\MPhil\\source\\repos\\VoiceLauncherBlazor\\VoiceLauncher"") sleep(100ms) key(enter) sleep(100ms) insert(""dotnet publish -c Release "") sleep(100ms) key(enter) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",chat with database," insert(""CD C:\\Users\\MPhil\\source\\repos\\dbchatpro\\DBchatpro"") sleep(100ms) key(enter) sleep(100ms) insert(""dotnet run -c Release"") sleep(100ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",git clone,"insert(""git clone "")",,,apps\terminal.talon
"key(ctrl-,)",git pull,"insert(""git pull"")",,,apps\terminal.talon
"key(ctrl-,)",make directory,"insert(""mkdir "")",,,apps\terminal.talon
"key(ctrl-,)",dotnet build release," insert(""dotnet build -c Release"") sleep(100ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",clear screen," insert(""cls"") sleep(100ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",Linux update,"insert(""sudo apt-get update"")",,,apps\terminal.talon
"key(ctrl-,)",include paging,"insert("" | more"")",,,apps\terminal.talon
"key(ctrl-,)",repel," insert(""C:\\Users\\MPhil\\AppData\\Roaming\\talon\\venv\\3.13\\Scripts\\repl.bat"") sleep(100ms) key(enter) sleep(100ms) insert(""events.tail()"")",,,apps\terminal.talon
"key(ctrl-,)",list last commits," insert(""git log origin/master --oneline -n 10"") sleep(100ms) key(enter)",,,apps\terminal.talon
"key(ctrl-,)",delete object and binary folders,"insert(""Remove-Item -Path bin,obj -Recurse -Force"")",,,apps\terminal.talon
"key(ctrl-,)",watch cycle,"insert(""dotnet watch run --project CycleRoutes/CycleRoutes.Web"")",,,apps\terminal.talon
Global,os,windows,,,apps\visual_studio.talon
devenv.exe,tag(),user.tabs,,,apps\visual_studio.talon
devenv.exe,tag(),user.find_and_replace,,,apps\visual_studio.talon
devenv.exe,tag(),user.multiple_cursors,,,apps\visual_studio.talon
devenv.exe,solution explorer,key(ctrl-alt-shift-r),,,apps\visual_studio.talon
devenv.exe,solution explorer collapse, key(ctrl-shift-p) sleep(100ms) key(ctrl-shift-w),,,apps\visual_studio.talon
devenv.exe,search solution explorer, key(ctrl-;) key(ctrl-shift-p) sleep(100ms) key(ctrl-shift-w),,,apps\visual_studio.talon
devenv.exe,search solution explorer [<user.text>]," key(ctrl-;) sleep(100ms) insert(text or """")",,,apps\visual_studio.talon
devenv.exe,new empty file,key(shift-f2),,,apps\visual_studio.talon
devenv.exe,[panel] properties,key(f4),,,apps\visual_studio.talon
devenv.exe,window position,key(alt-minus),,,apps\visual_studio.talon
devenv.exe,close tool [window],key(shift-escape),,,apps\visual_studio.talon
devenv.exe,close tab,key(ctrl-alt-f6),,,apps\visual_studio.talon
devenv.exe,closed tab,key(ctrl-alt-f6),,,apps\visual_studio.talon
devenv.exe,show settings,key(alt-t o),,,apps\visual_studio.talon
devenv.exe,fullscreen switch,key(shift-alt-enter),,,apps\visual_studio.talon
devenv.exe,wrap switch,key(ctrl-e ctrl-w),,,apps\visual_studio.talon
devenv.exe,find in files,key(ctrl-shift-alt-y),,,apps\visual_studio.talon
devenv.exe,(find files | file hunt) [<user.text>]," key(ctrl-shift-t) insert(text or """")",,,apps\visual_studio.talon
devenv.exe,file create,key(ctrl-n),,,apps\visual_studio.talon
devenv.exe,file rename,key(ctrl-[ s f2),,,apps\visual_studio.talon
devenv.exe,file reveal,key(ctrl-[ s),,,apps\visual_studio.talon
devenv.exe,show recent files, key(alt-f) sleep(100ms) key(f),,,apps\visual_studio.talon
devenv.exe,show recent [projects | solutions], key(alt-f) sleep(100ms) key(j),,,apps\visual_studio.talon
devenv.exe,hint show,key(ctrl-shift-space),,,apps\visual_studio.talon
devenv.exe,(go to definition | definition show),key(f12),,,apps\visual_studio.talon
devenv.exe,definition peek,key(alt-f12),,,apps\visual_studio.talon
devenv.exe,references find,key(shift-f12),,,apps\visual_studio.talon
devenv.exe,format (that | code),key(ctrl-k ctrl-d),,,apps\visual_studio.talon
devenv.exe,imports fix,key(ctrl-r ctrl-g),,,apps\visual_studio.talon
devenv.exe,refactor field,key(ctrl-r ctrl-e),,,apps\visual_studio.talon
devenv.exe,refactor interface,key(ctrl-r ctrl-i),,,apps\visual_studio.talon
devenv.exe,refactor method,key(ctrl-r ctrl-m),,,apps\visual_studio.talon
devenv.exe,refactor reorder parameters,key(ctrl-r ctrl-o),,,apps\visual_studio.talon
devenv.exe,refactor remove parameters,key(ctrl-r ctrl-v),,,apps\visual_studio.talon
devenv.exe,refactor that,key(ctrl-r ctrl-r),,,apps\visual_studio.talon
devenv.exe,(last position | go back),key(ctrl--),,,apps\visual_studio.talon
devenv.exe,go forward,key(ctrl-shift--),,,apps\visual_studio.talon
devenv.exe,go [to] implementation,key(ctrl-f12),,,apps\visual_studio.talon
devenv.exe,go recent [<user.text>]," key(ctrl-. ctrl-r) sleep(100ms) insert(text or """")",,,apps\visual_studio.talon
devenv.exe,go type [<user.text>]," key(ctrl-1 ctrl-t) sleep(100ms) insert(text or """")",,,apps\visual_studio.talon
devenv.exe,go member [<user.text>]," key(alt-\) sleep(100ms) insert(text or """")",,,apps\visual_studio.talon
devenv.exe,go usage,key(shift-f12),,,apps\visual_studio.talon
devenv.exe,go marks,key(ctrl-k ctrl-w),,,apps\visual_studio.talon
devenv.exe,toggle mark,key(ctrl-k ctrl-k),,,apps\visual_studio.talon
devenv.exe,go next mark,key(ctrl-k ctrl-n),,,apps\visual_studio.talon
devenv.exe,go last mark,key(ctrl-k ctrl-p),,,apps\visual_studio.talon
devenv.exe,(toggle collapse | fold toggle | toggle expand),key(ctrl-m ctrl-m),,,apps\visual_studio.talon
devenv.exe,(collapse all | fold toggle all),key(ctrl-m ctrl-l),,,apps\visual_studio.talon
devenv.exe,(collapse | fold) definitions,key(ctrl-m ctrl-o),,,apps\visual_studio.talon
devenv.exe,build solution,key(ctrl-shift-b),,,apps\visual_studio.talon
devenv.exe,build project,key(ctrl-b),,,apps\visual_studio.talon
devenv.exe,start application,key(ctrl-f5),,,apps\visual_studio.talon
devenv.exe,(reset code | stop application),key(shift-f5),,,apps\visual_studio.talon
devenv.exe,(start debugging | debug application),key(f5),,,apps\visual_studio.talon
devenv.exe,show code places, key(ctrl-alt-shift-h) sleep(100ms) key(ctrl-alt-shift-z),,,apps\visual_studio.talon
devenv.exe,list members,key(ctrl-j),,,apps\visual_studio.talon
devenv.exe,break point,key(f9),,,apps\visual_studio.talon
devenv.exe,debug step into,key(f11),,,apps\visual_studio.talon
devenv.exe,debug start,key(f5),,,apps\visual_studio.talon
devenv.exe,debug stopper,key(shift-f5),,,apps\visual_studio.talon
devenv.exe,debug continue,key(f5),,,apps\visual_studio.talon
devenv.exe,(hunt next | find next),key(f3),,,apps\visual_studio.talon
devenv.exe,(hunt last | find last),key(shift-f3),,,apps\visual_studio.talon
devenv.exe,find following [<user.text>]," key(ctrl-f) sleep(100ms) insert(text or """") key(escape)",,,apps\visual_studio.talon
devenv.exe,(go line | go to line),key(ctrl-g),,,apps\visual_studio.talon
devenv.exe,go [to line] <user.number_string>, key(ctrl-g) sleep(100ms) insert(number_string) key(enter),,,apps\visual_studio.talon
devenv.exe,navigate,"key(ctrl-,)",,,apps\visual_studio.talon
devenv.exe,code search,"key(ctrl-,)",,,apps\visual_studio.talon
devenv.exe,navigate <user.text>," key(ctrl-,) sleep(100ms) insert(text or """")",,,apps\visual_studio.talon
devenv.exe,AI generation,key(ctrl-shift-7),,,apps\visual_studio.talon
devenv.exe,jump [codes],key(ctrl-shift-j),,,apps\visual_studio.talon
devenv.exe,land [carrot],key(enter),,,apps\visual_studio.talon
devenv.exe,[select] token,key(shift-enter),,,apps\visual_studio.talon
devenv.exe,right [side],key(alt-enter),,,apps\visual_studio.talon
devenv.exe,[in] brackets,key(ctrl-enter),,,apps\visual_studio.talon
devenv.exe,hover token,key(ctrl-space),,,apps\visual_studio.talon
devenv.exe,collect marker,key(alt-end),,,apps\visual_studio.talon
devenv.exe,drop marker,key(alt-home),,,apps\visual_studio.talon
devenv.exe,swap marker,key(alt-shift-home),,,apps\visual_studio.talon
devenv.exe,(quick actions | open smart tag),key(ctrl-.),,,apps\visual_studio.talon
devenv.exe,search code,key(ctrl-f),,,apps\visual_studio.talon
devenv.exe,search code [<user.text>]," key(ctrl-f) sleep(100ms) insert(text or """") key(escape)",,,apps\visual_studio.talon
devenv.exe,find again,key(f3),,,apps\visual_studio.talon
devenv.exe,(next | following) issue,key(alt-pagedown),,,apps\visual_studio.talon
devenv.exe,(last | previous) issue,key(alt-pageup),,,apps\visual_studio.talon
devenv.exe,parameter info,key(ctrl-shift-space),,,apps\visual_studio.talon
devenv.exe,show error [list],key(ctrl-\ ctrl-e),,,apps\visual_studio.talon
devenv.exe,expand selection,key(alt-shift-=),,,apps\visual_studio.talon
devenv.exe,shrink selection,key(alt-shift--),,,apps\visual_studio.talon
devenv.exe,go to view,key(ctrl-m ctrl-g),,,apps\visual_studio.talon
devenv.exe,(hunt this | search code),key(ctrl-f),,,apps\visual_studio.talon
devenv.exe,format document,key(ctrl-k ctrl-d),,,apps\visual_studio.talon
devenv.exe,format code,key(ctrl-k ctrl-e),,,apps\visual_studio.talon
devenv.exe,format selection,key(ctrl-k ctrl-f),,,apps\visual_studio.talon
devenv.exe,next method,key(ctrl-shift-m),,,apps\visual_studio.talon
devenv.exe,previous method,key(ctrl-shift-alt-m),,,apps\visual_studio.talon
devenv.exe,move [the] line up, key(ctrl-f1 ctrl-f2),,,apps\visual_studio.talon
devenv.exe,move [the] line down, key(ctrl-f1 ctrl-f4),,,apps\visual_studio.talon
devenv.exe,commit changes,key(ctrl-alt-f7),,,apps\visual_studio.talon
devenv.exe,commit and sink, key(ctrl-alt-shift-k) sleep(100ms) key(ctrl-alt-shift-m),,,apps\visual_studio.talon
devenv.exe,show navigation menu,key(alt-'),,,apps\visual_studio.talon
devenv.exe,quick watch,key(shift-f9),,,apps\visual_studio.talon
devenv.exe,ask copilot [<user.text>]," key(alt-/) sleep(100ms) insert(text or """")",,,apps\visual_studio.talon
devenv.exe,rename token,key(ctrl-r ctrl-r),,,apps\visual_studio.talon
devenv.exe,rename token [<user.text>]," key(ctrl-r ctrl-r) sleep(100ms) insert(text or """") key(enter)",,,apps\visual_studio.talon
devenv.exe,run test,key(ctrl-t ctrl-r),,,apps\visual_studio.talon
devenv.exe,debug test,key(ctrl-t ctrl-d),,,apps\visual_studio.talon
devenv.exe,copilot create unit test," key(alt-/) insert(""create a unittest for this method using XUnit"") key(enter)",,,apps\visual_studio.talon
devenv.exe,apply code changes | hot reload, key(ctrl-shift-s) key(alt-f10),,,apps\visual_studio.talon
devenv.exe,step into,key(f11),,,apps\visual_studio.talon
devenv.exe,step out,key(shift-f11),,,apps\visual_studio.talon
devenv.exe,step across, key(f10) sleep(100ms),,,apps\visual_studio.talon
devenv.exe,step over,key(f10),,,apps\visual_studio.talon
devenv.exe,(reset code | stop debugging),key(shift-f5),,,apps\visual_studio.talon
devenv.exe,continue,key(f5),,,apps\visual_studio.talon
devenv.exe,toggle breakpoint,key(f9),,,apps\visual_studio.talon
devenv.exe,delete [all] breakpoints,key(ctrl-shift-f9),,,apps\visual_studio.talon
devenv.exe,copilot chat," key(ctrl-q) sleep(100ms) insert(""GitHub copilot chat"") sleep(100ms) key(enter)",,,apps\visual_studio.talon
devenv.exe,copy with quick watch, key(menu) sleep(100ms) key(q) sleep(100ms) key(alt-v) sleep(100ms) key(menu) sleep(100ms) key(v),,,apps\visual_studio.talon
devenv.exe,zoom in,key(ctrl-shift->),,,apps\visual_studio.talon
devenv.exe,zoom out,key(ctrl-shift-<),,,apps\visual_studio.talon
devenv.exe,select matching <number_small>, key(shift-alt-.) repeat(number_small-1),,,apps\visual_studio.talon
devenv.exe,select matching next,key(shift-alt-.),,,apps\visual_studio.talon
devenv.exe,select matching all,key(shift-alt-;),,,apps\visual_studio.talon
devenv.exe,previous tab, key(alt-w) sleep(100ms) key(2),,,apps\visual_studio.talon
devenv.exe,(view code | view page | view component),key(f7),,,apps\visual_studio.talon
devenv.exe,(begin comment | start comment),"insert(""// "")",,,apps\visual_studio.talon
devenv.exe,visual studio clipboard,key(ctrl-shift-insert),,,apps\visual_studio.talon
devenv.exe,jump to symbol [<user.text>]," key(ctrl-shift-q) sleep(100ms) insert(text or """")",,,apps\visual_studio.talon
devenv.exe,close message," mouse_move(1665, 80) mouse_click(0)",,,apps\visual_studio.talon
devenv.exe,add property," insert(""prop"") key(tab) key(tab)",,,apps\visual_studio.talon
devenv.exe,add existing item,key(shift-alt-a),,,apps\visual_studio.talon
devenv.exe,surround with," key(ctrl-k ctrl-s) sleep(100ms) insert(""v"") key(enter)",,,apps\visual_studio.talon
devenv.exe,command, speech.disable() key(lctrl:down),,,apps\visual_studio.talon
devenv.exe,dictation, speech.disable() key(rctrl:down),,,apps\visual_studio.talon
devenv.exe,if statement," insert(""if"") sleep(100ms) key(ctrl-j) sleep(100ms) key(tab tab)",,,apps\visual_studio.talon
VS Code Insiders,tag(),user.vscode,,,apps\visual_studio_code_insiders.talon
Global,os,windows,,,apps\whatsapp_windows_desktop.talon
Global,and app.name,Application Frame Host,,,apps\whatsapp_windows_desktop.talon
Global,and title,/WhatsApp/,,,apps\whatsapp_windows_desktop.talon
Global,new chat,key(ctrl-n),,,apps\whatsapp_windows_desktop.talon
Global,new group,key(ctrl-shift-n),,,apps\whatsapp_windows_desktop.talon
Global,next chat,key(ctrl-shift-]),,,apps\whatsapp_windows_desktop.talon
Global,previous chat,key(ctrl-shift-[),,,apps\whatsapp_windows_desktop.talon
Global,search chats,key(ctrl-e),,,apps\whatsapp_windows_desktop.talon
Global,search messages,key(ctrl-f),,,apps\whatsapp_windows_desktop.talon
